native_language,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
tigrigna,0.2,0.15,0.262,0.481,0.05,0.223,0.762,0.975,0.06,0.206,0.81,0.806,0.08,0.238,0.0,0.0,0.12,0.184,0.548,0.0,0.15,0.168,0.738,0.631,0.706
tigrigna,0.23,0.149,0.976,0.769,0.06,0.169,0.929,1.0,0.08,0.179,0.952,0.963,0.09,0.211,0.881,0.963,0.08,0.205,0.905,0.0,0.25,0.161,0.976,0.825,0.944
tigrigna,0.25,0.146,0.81,0.769,0.05,0.19,0.286,1.0,0.05,0.226,0.762,0.0,0.12,0.204,0.952,0.769,0.06,0.235,0.976,0.963,0.09,0.229,0.976,0.912,1.0
tigrigna,0.12,0.224,0.762,0.875,0.05,0.264,0.048,0.744,0.05,0.186,0.405,0.769,0.15,0.202,0.095,0.656,0.09,0.182,0.857,0.713,0.2,0.186,0.976,0.894,0.988
tigrigna,0.22,0.183,0.071,0.881,0.09,0.204,0.333,1.0,0.06,0.211,0.952,0.613,0.15,0.181,0.976,0.894,0.14,0.158,0.929,1.0,0.14,0.162,0.952,0.944,0.925
tigrigna,0.08,0.182,0.452,0.706,0.06,0.261,0.167,0.731,0.05,0.207,0.548,0.731,0.11,0.221,0.31,0.806,0.09,0.208,0.0,0.0,0.09,0.179,0.429,0.981,0.519
tigrigna,0.11,0.163,0.5,0.9,0.06,0.218,0.952,1.0,0.06,0.207,0.857,0.944,0.15,0.195,0.929,0.894,0.11,0.184,0.762,0.95,0.2,0.147,0.905,0.838,0.975
thai,0.05,0.176,0.524,0.938,0.08,0.208,0.976,0.956,0.09,0.194,0.952,0.988,0.06,0.217,0.048,0.956,0.06,0.2,0.952,0.569,0.09,0.202,0.929,0.931,0.731
tibetan,0.08,0.201,0.976,0.919,0.05,0.222,0.976,1.0,0.09,0.179,0.667,0.644,0.08,0.22,0.976,0.931,0.08,0.182,0.881,0.0,0.09,0.185,0.929,0.881,0.988
thai,0.31,0.143,0.214,0.588,0.06,0.223,0.929,0.831,0.06,0.207,0.0,0.0,0.11,0.206,0.0,0.0,0.12,0.175,0.548,0.0,0.05,0.177,0.357,0.819,0.531
tibetan,0.25,0.139,0.238,0.769,0.15,0.151,0.024,0.681,0.05,0.174,0.286,0.706,0.08,0.21,0.524,0.894,0.06,0.194,0.857,0.619,0.17,0.189,0.405,0.881,0.519
tibetan,0.62,0.129,0.167,0.887,0.11,0.199,0.714,0.519,0.55,0.126,0.69,0.588,0.15,0.177,0.452,0.0,0.11,0.167,0.429,0.588,0.51,0.139,0.714,0.831,0.738
thai,0.09,0.179,0.952,0.819,0.08,0.195,0.976,0.988,0.12,0.175,0.976,0.988,0.09,0.205,0.976,0.881,0.08,0.202,0.548,0.0,0.22,0.158,0.881,0.85,0.575
thai,0.08,0.179,0.048,0.531,0.05,0.261,0.548,0.569,0.06,0.216,0.738,0.794,0.14,0.186,0.071,0.662,0.06,0.18,0.69,0.519,0.05,0.165,0.357,0.0,0.644
thai,0.08,0.158,0.238,0.794,0.08,0.166,0.857,0.719,0.11,0.166,0.833,0.938,0.14,0.196,0.976,0.925,0.08,0.189,0.905,1.0,0.17,0.164,0.905,0.975,0.963
thai,0.09,0.179,0.738,0.863,0.14,0.175,0.976,0.956,0.06,0.185,0.976,0.988,0.06,0.206,0.833,0.969,0.18,0.159,0.857,0.0,0.42,0.145,0.881,0.7,0.713
thai,0.06,0.193,0.571,0.838,0.06,0.22,0.071,0.731,0.05,0.22,0.69,0.0,0.09,0.206,0.69,0.775,0.06,0.212,0.429,0.438,0.18,0.157,0.905,0.8,0.944
thai,0.35,0.134,0.048,0.856,0.06,0.204,0.976,0.812,0.18,0.148,0.952,0.988,0.14,0.172,0.976,0.95,0.11,0.18,0.905,0.975,0.25,0.148,0.929,0.869,0.925
thai,0.06,0.205,0.048,0.744,0.05,0.277,0.976,0.581,0.12,0.15,0.881,0.925,0.08,0.212,0.19,0.931,0.11,0.192,0.952,1.0,0.17,0.17,0.929,0.988,0.975
thai,0.49,0.128,0.381,0.613,0.05,0.207,0.357,0.6,0.05,0.169,0.0,0.0,0.08,0.198,0.0,0.0,0.08,0.204,0.976,0.0,0.15,0.194,0.095,0.931,0.556
thai,0.15,0.187,0.738,0.706,0.06,0.284,0.024,0.938,0.11,0.186,0.833,0.562,0.18,0.162,0.143,0.938,0.17,0.141,0.595,0.688,0.58,0.136,0.095,0.256,0.013
thai,0.11,0.201,0.048,0.744,0.06,0.169,0.286,0.0,0.17,0.177,0.381,0.569,0.14,0.19,0.214,0.588,0.06,0.194,0.476,0.0,0.88,0.125,0.31,0.569,0.644
thai,0.18,0.15,0.0,0.588,0.12,0.161,0.905,0.681,0.05,0.186,0.952,0.944,0.14,0.164,0.286,0.856,0.09,0.174,0.833,0.594,0.32,0.146,0.929,0.844,0.969
thai,0.22,0.14,0.214,0.9,0.05,0.2,0.952,0.0,0.06,0.2,0.952,0.0,0.12,0.194,0.976,0.963,0.06,0.199,0.357,1.0,0.18,0.157,0.905,0.762,0.519
thai,0.74,0.123,0.167,0.775,0.09,0.194,0.119,0.0,0.09,0.172,0.881,0.988,0.06,0.209,0.905,0.95,0.14,0.166,0.905,0.0,0.2,0.183,0.952,0.963,0.975
teochew,0.08,0.165,0.714,0.581,0.08,0.2,0.857,0.644,0.09,0.185,0.905,0.9,0.11,0.193,0.976,0.919,0.05,0.193,0.786,0.594,0.31,0.153,0.786,0.688,0.85
temne,0.15,0.206,0.976,0.875,0.09,0.218,0.667,1.0,0.05,0.188,0.452,0.694,0.06,0.204,0.19,0.844,0.06,0.192,0.976,0.0,0.14,0.188,0.976,0.975,0.981
telugu,0.12,0.153,0.619,0.819,0.08,0.199,0.976,0.875,0.05,0.206,0.952,1.0,0.12,0.199,0.952,0.681,0.09,0.182,0.667,0.0,0.26,0.154,0.929,0.794,0.0
telugu,0.08,0.275,0.0,0.0,0.06,0.219,0.024,0.556,0.05,0.22,0.357,0.0,0.11,0.208,0.31,0.931,0.06,0.179,0.857,0.581,0.05,0.184,0.167,0.0,0.0
tamil,0.08,0.166,0.119,0.613,0.08,0.235,0.881,0.619,0.12,0.191,0.595,0.619,0.11,0.183,0.0,0.0,0.06,0.195,0.643,0.644,0.25,0.149,0.929,0.975,0.469
tamil,0.05,0.163,0.214,0.856,0.09,0.184,0.976,0.744,0.09,0.209,0.976,1.0,0.11,0.196,0.929,0.0,0.06,0.204,0.524,0.938,0.2,0.166,0.929,0.819,0.975
tatar,0.09,0.2,0.881,0.819,0.06,0.268,0.143,0.794,0.09,0.205,0.714,0.706,0.11,0.195,0.024,0.887,0.08,0.189,0.69,0.631,0.11,0.179,0.333,0.7,0.631
tamil,0.05,0.174,0.429,0.988,0.05,0.231,0.976,0.906,0.09,0.169,0.976,0.756,0.06,0.2,0.262,1.0,0.05,0.198,0.929,0.0,0.05,0.168,0.19,0.956,0.581
tamil,0.49,0.124,0.357,0.787,0.12,0.155,0.905,0.9,0.11,0.175,0.857,0.894,0.08,0.183,0.929,0.881,0.08,0.173,0.833,0.931,0.05,0.164,0.452,0.906,0.863
tamil,0.22,0.137,0.357,0.831,0.2,0.138,0.0,0.0,0.05,0.179,0.405,0.0,0.08,0.224,0.095,0.769,0.05,0.204,0.857,0.0,0.17,0.179,0.976,0.931,1.0
tajiki,0.08,0.164,0.667,0.969,0.08,0.252,0.976,0.919,0.08,0.199,0.976,0.988,0.08,0.213,0.976,0.988,0.08,0.184,0.738,1.0,0.17,0.161,0.952,0.906,0.963
tamil,0.17,0.188,0.5,0.644,0.05,0.235,0.548,0.588,0.09,0.218,0.667,0.831,0.11,0.189,0.571,0.894,0.09,0.217,0.143,0.856,0.09,0.179,0.524,0.956,0.519
tajiki,0.06,0.169,0.286,0.931,0.06,0.184,0.952,0.644,0.09,0.181,0.952,0.831,0.09,0.202,0.976,0.95,0.06,0.233,0.905,0.0,0.22,0.198,0.976,0.938,0.912
taiwanese,0.09,0.203,0.833,1.0,0.09,0.231,0.976,0.863,0.09,0.215,0.905,1.0,0.12,0.19,0.976,0.912,0.08,0.183,0.0,0.931,0.46,0.136,0.952,0.756,0.981
tajiki,0.12,0.146,0.357,0.925,0.09,0.177,0.952,0.7,0.08,0.182,0.857,0.988,0.08,0.206,0.167,0.894,0.06,0.201,0.976,1.0,0.2,0.153,0.905,0.719,0.756
taiwanese,0.51,0.127,0.024,0.938,0.08,0.211,0.976,0.0,0.09,0.173,0.857,0.925,0.15,0.187,0.976,0.906,0.09,0.177,0.357,0.963,0.25,0.146,0.857,0.606,0.95
taiwanese,0.2,0.155,0.143,0.8,0.12,0.177,0.286,0.7,0.05,0.2,0.952,0.681,0.11,0.187,0.286,0.975,0.08,0.203,0.667,0.65,0.31,0.152,0.619,0.963,0.675
taiwanese,0.23,0.152,0.024,0.656,0.05,0.232,0.476,0.0,0.05,0.173,0.929,0.0,0.08,0.21,0.19,0.912,0.14,0.163,0.0,0.0,0.18,0.149,0.048,0.0,0.463
taishan,0.06,0.177,0.095,0.556,0.05,0.2,0.357,0.794,0.08,0.217,0.786,0.944,0.14,0.189,0.238,0.856,0.08,0.179,0.738,0.438,0.18,0.168,0.214,0.912,0.45
taiwanese,0.06,0.201,0.167,0.806,0.08,0.236,0.048,0.0,0.06,0.205,0.452,0.656,0.09,0.208,0.381,0.781,0.06,0.205,0.429,0.581,0.08,0.178,0.238,0.844,0.606
taiwanese,0.11,0.162,0.405,0.637,0.06,0.19,0.952,0.769,0.06,0.185,0.976,0.988,0.11,0.186,0.071,0.912,0.09,0.174,0.548,0.0,0.25,0.142,0.952,0.887,0.981
taiwanese,0.11,0.17,0.952,0.887,0.12,0.176,0.976,1.0,0.05,0.201,0.976,0.925,0.15,0.179,0.952,0.806,0.06,0.205,0.0,0.963,0.35,0.136,0.952,0.606,0.969
taiwanese,0.14,0.231,0.976,0.856,0.08,0.179,0.952,1.0,0.08,0.175,0.833,0.938,0.11,0.173,0.881,0.938,0.12,0.16,0.786,0.831,0.05,0.178,0.857,0.95,0.681
tagalog,0.15,0.256,0.024,0.881,0.05,0.211,0.81,0.894,0.06,0.199,0.262,0.769,0.11,0.208,0.119,0.588,0.08,0.195,0.571,0.562,0.17,0.177,0.048,0.744,0.438
tagalog,0.11,0.181,0.095,0.0,0.09,0.217,0.952,0.494,0.08,0.214,0.952,0.975,0.09,0.212,0.524,0.781,0.08,0.223,0.833,0.694,0.22,0.157,0.119,0.925,0.475
tagalog,0.11,0.238,0.0,0.0,0.05,0.289,0.095,0.831,0.06,0.228,0.643,0.619,0.09,0.208,0.071,0.875,0.09,0.188,0.405,0.887,0.34,0.15,0.143,0.769,0.469
tagalog,0.12,0.216,0.976,1.0,0.06,0.2,0.952,1.0,0.08,0.197,0.976,0.988,0.09,0.191,0.976,0.988,0.05,0.213,0.976,0.0,0.12,0.199,0.976,0.969,1.0
tagalog,0.14,0.203,0.571,0.762,0.05,0.275,0.238,0.681,0.05,0.202,0.833,0.606,0.11,0.189,0.214,0.812,0.06,0.19,0.905,0.606,0.14,0.189,0.976,0.0,0.912
tagalog,0.12,0.246,0.095,0.481,0.08,0.24,0.262,0.519,0.06,0.212,0.667,0.606,0.09,0.214,0.548,0.731,0.08,0.182,0.381,0.831,0.18,0.159,0.405,0.7,0.475
tagalog,0.09,0.24,0.976,0.925,0.05,0.303,0.976,1.0,0.11,0.217,0.976,0.981,0.09,0.204,0.976,0.988,0.08,0.189,0.429,0.0,0.23,0.147,0.952,0.625,0.981
tagalog,0.58,0.127,0.048,1.0,0.05,0.219,0.952,0.812,0.06,0.203,0.0,0.0,0.12,0.184,0.31,0.869,0.05,0.199,0.762,0.631,0.14,0.161,0.143,0.919,0.0
tagalog,0.48,0.13,0.071,0.594,0.11,0.162,0.333,0.537,0.06,0.203,0.738,0.581,0.14,0.181,0.071,0.775,0.06,0.183,0.429,0.5,0.29,0.166,0.476,0.731,0.0
tagalog,0.14,0.257,0.19,0.662,0.05,0.219,0.405,0.694,0.06,0.212,0.643,0.906,0.12,0.2,0.048,0.938,0.08,0.215,0.81,0.487,0.23,0.154,0.119,0.944,0.444
tagalog,0.28,0.147,0.095,0.519,0.05,0.207,0.571,0.544,0.05,0.214,0.667,0.0,0.11,0.199,0.095,0.856,0.09,0.199,0.5,0.481,0.08,0.21,0.357,0.744,0.537
tagalog,0.11,0.195,0.238,0.606,0.08,0.222,0.905,0.606,0.12,0.157,0.929,0.894,0.09,0.196,0.405,0.894,0.09,0.175,0.381,0.669,0.23,0.147,0.333,0.887,0.562
tagalog,0.06,0.171,0.452,0.881,0.09,0.201,0.976,0.756,0.11,0.169,0.976,0.975,0.08,0.221,0.214,0.988,0.11,0.168,0.881,1.0,0.17,0.157,0.905,0.944,0.681
tagalog,0.12,0.161,0.929,0.931,0.11,0.205,0.976,0.988,0.09,0.167,0.952,0.988,0.09,0.202,0.976,0.881,0.06,0.205,0.976,0.0,0.06,0.205,0.286,0.969,0.644
tagalog,0.46,0.131,0.786,0.75,0.09,0.243,0.976,1.0,0.08,0.203,0.976,0.988,0.14,0.195,0.976,0.887,0.08,0.172,0.476,0.0,0.18,0.154,0.905,0.769,0.925
tagalog,0.05,0.165,0.0,0.0,0.11,0.199,0.905,0.725,0.08,0.179,0.762,0.906,0.09,0.189,0.19,0.9,0.06,0.226,0.833,0.519,0.28,0.173,0.976,0.881,0.938
synthesized,0.06,0.226,0.929,0.769,0.14,0.171,0.381,0.831,0.08,0.214,0.524,0.875,0.08,0.194,0.143,0.562,0.12,0.182,0.238,0.562,0.05,0.184,0.19,0.719,0.606
tagalog,0.05,0.179,0.381,0.719,0.06,0.212,0.357,0.719,0.05,0.179,0.833,0.719,0.11,0.187,0.024,0.95,0.09,0.179,0.929,0.494,0.25,0.158,0.119,0.831,0.544
tagalog,0.12,0.229,0.405,0.863,0.11,0.203,0.952,0.463,0.09,0.212,0.619,0.775,0.17,0.171,0.119,0.688,0.11,0.158,0.976,0.531,0.45,0.135,0.214,0.869,0.594
synthesized,0.06,0.193,0.167,0.906,0.12,0.178,0.238,0.531,0.06,0.201,0.381,0.713,0.12,0.171,0.476,0.775,0.08,0.193,0.667,0.8,0.14,0.172,0.048,0.6,0.487
swedish,0.14,0.251,0.976,0.956,0.05,0.303,0.976,1.0,0.06,0.208,0.976,0.0,0.14,0.181,0.929,0.894,0.14,0.147,0.452,0.95,0.17,0.153,0.833,0.794,0.0
synthesized,0.06,0.184,0.762,1.0,0.12,0.189,0.976,0.975,0.05,0.199,0.714,0.988,0.06,0.207,0.167,0.731,0.08,0.182,0.905,0.944,0.14,0.179,0.929,0.988,0.856
swedish,0.15,0.217,0.976,0.719,0.05,0.231,0.976,1.0,0.06,0.216,0.857,0.0,0.11,0.196,0.976,0.894,0.08,0.171,0.0,0.0,0.05,0.168,0.31,0.887,0.519
synthesized,0.09,0.25,0.976,1.0,0.08,0.239,0.976,1.0,0.05,0.213,0.81,0.681,0.06,0.208,0.976,0.975,0.08,0.194,0.952,1.0,0.11,0.168,0.857,0.944,0.963
swedish,0.08,0.221,0.976,1.0,0.06,0.246,0.976,1.0,0.06,0.196,0.929,0.956,0.14,0.185,0.929,0.869,0.09,0.17,0.69,0.95,0.14,0.165,0.929,0.787,0.975
swedish,0.17,0.15,0.905,0.0,0.09,0.243,0.976,0.975,0.12,0.188,0.976,1.0,0.14,0.186,0.905,0.812,0.06,0.197,0.357,0.875,0.18,0.152,0.929,0.694,0.975
sylheti,0.31,0.134,0.024,0.738,0.46,0.125,0.81,0.631,0.2,0.142,0.738,0.881,0.15,0.188,0.0,0.0,0.09,0.198,0.405,0.656,0.11,0.163,0.024,0.0,0.487
swedish,0.15,0.218,0.976,1.0,0.05,0.269,0.976,1.0,0.06,0.201,0.905,0.0,0.11,0.177,0.905,0.919,0.08,0.171,0.0,0.0,0.15,0.165,0.905,0.856,0.0
swedish,0.09,0.21,0.071,0.613,0.05,0.303,0.929,0.681,0.09,0.206,0.595,0.706,0.12,0.188,0.143,0.838,0.11,0.168,0.881,0.625,0.09,0.185,0.238,0.95,0.0
swedish,0.09,0.217,0.0,0.0,0.08,0.234,0.476,0.713,0.06,0.199,0.714,0.831,0.14,0.201,0.048,0.919,0.11,0.164,0.476,0.537,0.06,0.216,0.333,0.756,0.0
swedish,0.11,0.171,0.071,0.681,0.06,0.221,0.405,0.819,0.12,0.171,0.667,0.781,0.11,0.203,0.286,0.713,0.11,0.154,0.0,0.0,0.11,0.165,0.143,0.906,0.475
swedish,0.08,0.251,0.024,0.562,0.06,0.204,0.69,0.744,0.06,0.219,0.643,0.781,0.14,0.211,0.81,0.688,0.08,0.178,0.857,0.887,0.08,0.202,0.095,0.887,0.531
swedish,0.06,0.216,0.976,0.669,0.05,0.228,0.548,1.0,0.05,0.2,0.69,0.0,0.08,0.21,0.976,0.681,0.06,0.198,0.952,0.988,0.06,0.209,0.048,0.988,0.619
swedish,0.12,0.22,0.976,0.756,0.06,0.213,0.952,1.0,0.08,0.194,0.976,0.963,0.11,0.209,0.976,0.912,0.08,0.18,0.786,0.988,0.14,0.178,0.976,0.938,1.0
swedish,0.08,0.235,0.976,0.894,0.05,0.182,0.214,1.0,0.08,0.218,0.881,0.781,0.08,0.21,0.976,0.675,0.05,0.186,0.929,0.631,0.09,0.184,0.976,0.969,0.963
swedish,0.09,0.186,0.905,0.9,0.08,0.228,0.976,0.988,0.12,0.185,0.976,0.988,0.09,0.208,0.929,0.988,0.11,0.18,0.714,0.95,0.2,0.155,0.881,0.806,0.95
swedish,0.14,0.194,0.976,0.863,0.09,0.205,0.976,1.0,0.08,0.214,0.976,0.963,0.11,0.199,0.976,0.988,0.15,0.153,0.762,0.0,0.14,0.172,0.976,0.894,0.988
swedish,0.09,0.185,0.738,0.856,0.06,0.232,0.0,0.0,0.09,0.228,0.262,0.606,0.09,0.187,0.595,0.669,0.05,0.197,0.357,0.719,0.37,0.136,0.214,0.669,0.769
swedish,0.09,0.18,0.976,0.963,0.06,0.253,0.976,1.0,0.08,0.214,0.976,0.988,0.11,0.211,0.952,0.944,0.06,0.183,0.405,0.0,0.25,0.154,0.976,0.938,0.988
swedish,0.37,0.132,0.0,0.819,0.05,0.303,0.976,1.0,0.05,0.195,0.952,0.0,0.11,0.199,0.976,1.0,0.08,0.186,0.714,0.963,0.14,0.17,0.929,0.938,0.975
swedish,0.09,0.198,0.0,0.0,0.08,0.256,0.976,1.0,0.08,0.206,0.976,0.988,0.09,0.184,0.952,0.988,0.06,0.192,0.952,0.938,0.14,0.183,0.905,0.969,0.0
swedish,0.12,0.167,0.976,0.963,0.06,0.277,0.952,1.0,0.08,0.21,0.786,0.988,0.09,0.212,0.976,0.906,0.09,0.167,0.548,0.0,0.15,0.164,0.929,0.794,0.0
swedish,0.05,0.175,0.024,0.706,0.08,0.211,0.976,0.681,0.11,0.223,0.976,0.819,0.11,0.212,0.952,0.975,0.08,0.184,0.69,0.619,0.05,0.17,0.214,0.0,0.588
spanish,0.09,0.251,0.976,0.963,0.06,0.289,0.976,1.0,0.05,0.187,0.69,0.0,0.08,0.196,0.857,0.781,0.08,0.17,0.667,0.856,0.11,0.179,0.952,0.956,0.988
susu,0.11,0.227,0.976,0.925,0.11,0.164,0.333,1.0,0.05,0.195,0.238,0.775,0.06,0.239,0.071,0.806,0.09,0.188,0.905,0.544,0.22,0.158,0.952,0.956,0.575
spanish,0.88,0.121,0.381,0.906,0.06,0.213,0.738,0.619,0.06,0.181,0.214,0.0,0.12,0.194,0.262,0.675,0.08,0.179,0.952,0.725,0.22,0.149,0.095,0.894,0.537
sundanese,0.11,0.224,0.119,0.794,0.18,0.157,0.286,0.581,0.05,0.174,0.405,0.744,0.08,0.208,0.31,0.719,0.09,0.184,0.452,0.581,0.11,0.178,0.31,0.0,0.694
spanish,0.09,0.176,0.643,0.844,0.08,0.235,0.024,0.681,0.05,0.23,0.762,0.731,0.12,0.186,0.452,0.656,0.06,0.185,0.929,0.719,0.22,0.151,0.071,0.644,0.55
spanish,0.68,0.125,0.024,0.762,0.12,0.168,0.619,0.0,0.06,0.185,0.476,0.556,0.05,0.212,0.048,0.731,0.09,0.173,0.357,0.575,0.26,0.154,0.357,0.775,0.0
spanish,0.11,0.233,0.976,0.769,0.05,0.284,0.976,1.0,0.05,0.222,0.643,0.744,0.08,0.2,0.952,0.781,0.06,0.201,0.0,0.0,0.05,0.186,0.81,0.956,0.844
spanish,0.22,0.158,0.0,0.0,0.08,0.17,0.119,0.794,0.06,0.193,0.738,0.819,0.06,0.208,0.429,0.869,0.09,0.184,0.548,0.0,0.26,0.159,0.976,0.738,0.487
spanish,0.32,0.134,0.31,0.613,0.09,0.205,0.952,1.0,0.09,0.222,0.952,0.988,0.11,0.196,0.881,0.869,0.09,0.185,0.929,0.0,0.09,0.192,0.929,0.988,0.975
spanish,0.14,0.196,0.976,1.0,0.05,0.269,0.095,0.512,0.05,0.2,0.69,0.644,0.08,0.228,0.024,0.894,0.09,0.171,0.881,0.694,0.15,0.17,0.929,0.931,0.963
spanish,0.06,0.223,0.905,0.906,0.06,0.264,0.976,1.0,0.11,0.196,0.905,0.956,0.06,0.184,0.167,0.819,0.05,0.165,0.595,0.706,0.05,0.18,0.238,0.0,0.531
spanish,0.11,0.238,0.976,1.0,0.05,0.275,0.976,1.0,0.05,0.178,0.333,0.806,0.06,0.233,0.0,0.0,0.08,0.187,0.905,1.0,0.09,0.194,0.976,0.944,1.0
spanish,0.49,0.129,0.667,0.544,0.05,0.222,0.333,0.8,0.08,0.23,0.929,0.569,0.06,0.202,0.048,0.756,0.05,0.177,0.0,0.744,0.06,0.181,0.0,0.0,0.0
spanish,0.2,0.155,0.119,1.0,0.05,0.303,0.0,0.0,0.12,0.159,0.333,0.706,0.09,0.194,0.024,0.781,0.11,0.161,0.833,0.519,0.11,0.182,0.167,0.869,0.631
spanish,0.22,0.21,0.976,0.762,0.05,0.217,0.429,0.944,0.11,0.206,0.976,0.625,0.11,0.188,0.167,0.925,0.08,0.169,0.786,0.581,0.18,0.17,0.976,0.869,0.775
spanish,0.18,0.185,0.81,0.831,0.11,0.178,0.714,0.988,0.08,0.192,0.0,0.0,0.12,0.198,0.31,0.869,0.05,0.179,0.167,0.581,0.18,0.16,0.048,0.881,0.644
spanish,0.08,0.238,0.81,0.731,0.05,0.187,0.881,0.938,0.05,0.181,0.952,0.769,0.09,0.209,0.571,0.806,0.08,0.184,0.714,0.806,0.08,0.185,0.405,0.794,0.625
spanish,0.29,0.14,0.214,0.631,0.05,0.258,0.952,0.762,0.08,0.206,0.0,0.0,0.08,0.223,0.0,0.0,0.15,0.155,0.714,0.0,0.17,0.171,0.071,0.738,0.55
spanish,0.6,0.125,0.333,0.869,0.11,0.19,0.643,0.556,0.09,0.187,0.0,0.656,0.08,0.213,0.119,0.769,0.06,0.194,0.619,0.0,0.23,0.143,0.167,0.725,0.494
spanish,0.46,0.132,0.262,0.938,0.06,0.252,0.69,0.819,0.06,0.171,0.31,0.781,0.06,0.193,0.262,0.869,0.15,0.15,0.833,0.0,0.22,0.146,0.881,0.819,0.906
spanish,0.18,0.154,0.095,1.0,0.12,0.178,0.952,0.412,0.08,0.167,0.786,0.0,0.05,0.185,0.095,0.0,0.11,0.169,0.69,0.637,0.22,0.15,0.119,0.894,0.419
spanish,0.26,0.152,0.952,0.844,0.05,0.257,0.976,1.0,0.11,0.204,0.976,0.975,0.09,0.241,0.976,0.988,0.08,0.181,0.381,0.0,0.17,0.168,0.952,0.744,0.988
spanish,0.2,0.168,0.024,0.731,0.06,0.263,0.619,0.512,0.05,0.178,0.167,0.894,0.08,0.23,0.143,0.669,0.11,0.166,0.714,0.594,0.25,0.144,0.024,0.781,0.0
spanish,0.11,0.204,0.095,0.819,0.06,0.264,0.095,0.637,0.06,0.215,0.381,0.744,0.11,0.199,0.167,0.719,0.05,0.206,0.524,0.525,0.11,0.192,0.024,0.825,0.494
spanish,0.09,0.236,0.976,0.769,0.09,0.169,0.833,1.0,0.09,0.187,0.833,0.875,0.11,0.199,0.976,0.9,0.09,0.173,0.905,1.0,0.11,0.167,0.929,0.925,0.544
spanish,0.15,0.215,0.286,0.656,0.08,0.204,0.238,0.55,0.06,0.179,0.69,0.719,0.11,0.182,0.048,0.731,0.11,0.174,0.0,0.544,0.37,0.143,0.0,0.706,0.456
spanish,0.12,0.201,0.976,0.963,0.06,0.257,0.976,1.0,0.08,0.187,0.952,0.963,0.08,0.182,0.929,0.825,0.05,0.177,0.69,0.975,0.17,0.163,0.929,0.912,0.894
spanish,0.11,0.252,0.381,0.0,0.05,0.303,0.69,0.881,0.06,0.234,0.857,0.794,0.11,0.215,0.333,0.881,0.06,0.219,0.786,0.644,0.09,0.187,0.571,0.856,0.731
spanish,0.12,0.208,0.048,0.925,0.05,0.219,0.19,0.506,0.06,0.23,0.262,0.594,0.08,0.214,0.048,0.756,0.09,0.172,0.857,0.681,0.12,0.17,0.024,0.931,0.469
spanish,0.09,0.22,0.976,1.0,0.05,0.209,0.952,1.0,0.06,0.203,0.905,0.0,0.11,0.185,0.048,0.894,0.05,0.197,0.0,0.963,0.22,0.159,0.976,0.738,0.912
spanish,0.2,0.16,0.31,0.581,0.05,0.246,0.143,0.662,0.06,0.209,0.524,0.0,0.12,0.171,0.119,0.819,0.08,0.157,0.69,0.475,0.09,0.186,0.5,0.844,0.6
spanish,0.12,0.167,0.976,0.831,0.06,0.22,0.643,1.0,0.06,0.193,0.786,0.831,0.05,0.197,0.167,0.919,0.05,0.185,0.81,0.0,0.05,0.186,0.238,0.919,0.0
spanish,0.12,0.224,0.976,0.963,0.05,0.222,0.976,1.0,0.06,0.197,0.952,0.0,0.11,0.191,0.286,1.0,0.05,0.202,0.952,0.531,0.2,0.194,0.976,0.925,1.0
spanish,0.08,0.206,0.905,0.706,0.05,0.279,0.976,1.0,0.12,0.198,0.976,0.988,0.05,0.191,0.357,0.844,0.05,0.168,0.857,0.0,0.05,0.18,0.357,0.0,0.531
spanish,0.08,0.221,0.976,0.912,0.05,0.224,0.762,1.0,0.06,0.183,0.714,0.669,0.08,0.194,0.976,0.881,0.05,0.194,0.667,0.756,0.15,0.157,0.952,0.894,0.988
spanish,0.11,0.212,0.286,0.55,0.08,0.228,0.929,0.556,0.05,0.203,0.786,0.731,0.09,0.194,0.31,0.887,0.05,0.193,0.881,0.831,0.05,0.167,0.095,0.0,0.481
spanish,0.14,0.201,0.976,0.669,0.06,0.186,0.881,1.0,0.09,0.201,0.881,0.856,0.09,0.216,0.976,0.938,0.08,0.179,0.952,0.0,0.09,0.192,0.976,0.925,1.0
spanish,0.14,0.217,0.0,0.0,0.05,0.257,0.976,1.0,0.08,0.211,0.976,0.944,0.09,0.216,0.976,0.963,0.06,0.173,0.31,0.963,0.28,0.152,0.976,0.869,0.831
spanish,0.14,0.24,0.976,1.0,0.05,0.284,0.548,1.0,0.05,0.233,0.476,0.0,0.11,0.21,0.976,0.719,0.09,0.163,0.81,1.0,0.08,0.181,0.952,0.906,0.975
spanish,0.2,0.223,0.976,1.0,0.05,0.217,0.976,0.0,0.11,0.183,0.976,0.975,0.08,0.18,0.857,0.988,0.11,0.158,0.0,0.0,0.25,0.14,0.952,0.1,0.981
spanish,0.08,0.251,0.405,0.812,0.08,0.235,0.5,0.794,0.05,0.203,0.738,0.756,0.08,0.197,0.619,0.7,0.05,0.189,0.595,0.744,0.15,0.16,0.0,0.0,0.494
spanish,0.12,0.228,0.024,0.719,0.05,0.21,0.119,0.6,0.06,0.218,0.476,0.769,0.09,0.19,0.048,0.863,0.05,0.178,0.595,0.5,0.15,0.159,0.0,0.825,0.463
